url,Tweet content,Language code (e.g. 'id' for Indonesian),Number of likes,Number of retweets,Number of replies,Number of quote tweets,Timestamp of the tweet,Unique tweet ID,Unique user ID,Twitter handle,Display name,User bio,Time Extracted,Preprocessed Texts
https://x.com/azamuddin91/status/1699023473153302736,"Kalau ada yg nanya bahasa pemrograman apa yg harus dipelajari, saya gak langsung jawab dengan bahasa favorit saya.

Tapi saya tanya dulu area apa yang ingin mereka fokuskan, misalnya:

Web: Javascript
Backend: Javascript
Mobile: Javascript
Games: Javascript
AI: Javascript",in,614,107,46,26,Mon Oct 24 02:34:01 +0000 2011,1.69902e+18,396991843.0,azamuddin91,Muhammad Azamuddin,Software Engineer. Remote Worker. Writer. Creator @mindfuldayapp,2025:09:05 17:39:57,bahasa program ajar langsung bahasa favorit area fokus web javascript backend javascript mobile javascript games javascript ai javascript
https://x.com/kakhandika/status/1703712718518190091,"[SHARING] 💡
Buat temen-temen yg pengen belajar mobile dev seperti android, ios, flutter ini ada resource komplet banget. 

Konten yg disajikan juga beragam:
- Artikel
- Video
- E-Book

Ada yg versi gratis dan ada juga yg berbayar
https://t.co/p7dL9uAc3B https://t.co/xekMe1n1oW",in,815,202,11,7,Sat Sep 11 02:07:12 +0000 2021,1.70356e+18,1.43651e+18,kakhandika,Handika,Mobile Developer,2025:09:05 17:39:57,sharing temanteman ajar mobile dev android ios flutter resource komplet banget konten saji agam artikel video ebook versi gratis bayar
https://x.com/MethodologistID/status/1106376599547449344,"Aplikasi-Aplikasi Mind Mapping &amp; Thinking Designing di Playstore

Memetakan pemikiran merupakan aktivitas yg penting untuk membuat pemikiran kita terurai dan terorganisasikan secara sistematis dan terstruktur dgn baik dan rapi  sesuai dgn urut-urutannya.

Berikut aplikasi2-nya: https://t.co/UdLcG9IiZB",in,1705,430,6,22,Tue Aug 13 03:21:56 +0000 2013,1.10638e+18,1666679671.0,MethodologistID,Hafizhurrahman 🏗️,"Ingénieur Civil, Workflow Model Framer, Plot Structure Diagram Organizer, Systematical and Methodological Framework Designer, and a Self-Directed Reasoner.",2025:09:05 17:39:57,aplikasiaplikasi mind mapping amp thinking designing playstore peta pikir aktivitas pikir urai organisasi sistematis struktur rapi sesuai uruturutannya aplikasi
https://x.com/lynxluna/status/1845392640038273203,"minimal minimal minimal banget tuh lu harus bisa baca kodingan dehh.

sering-sering latihan baca kode orang, gw kalo belajar litkod juga kalo buntu pasti liat kode orang, pelajari, pahami alurnya, dan coba lagi

kalo ga bisa baca kodingan, mau lanjutin tuh project juga yaa susah",in,129,15,0,2,Thu Aug 27 03:59:35 +0000 2009,1.84534e+18,2704151514.0,lynxluna,Clair 光,Author of Relay - an Ultimate HTTP & Rest Tester. Definitely a cURL wrapper #RealNativeApp Released soon. #PakeRelay,2025:09:05 17:39:57,minimal minimal minimal banget baca kodingan deh seringsering latih baca kode orang gue ajar litkod buntu lihat kode orang ajar paham alur coba baca kodingan lanjut proyek ya susah
https://x.com/dwinawan_/status/1559020355834216448,"Buat yg mau belajar UI Design dari awal banget bisa kesini https://t.co/S3BytuBTic

- Enggak harus pake laptop Mac
- Enggak harus punya background design
- Enggak perlu instal aplikasi, praktek nya pake Figma (Web based)
- Bisa langsung mulai baca &amp; praktek

Semoga bermanfaat 🙏",in,4401,1002,47,30,Tue Jun 04 04:31:53 +0000 2019,1.13577e+18,1.13577e+18,dwinawan_,Dwinawan,"✣ Design Exploration https://t.co/qK4Rd1Uzmp 
✣ Case Study https://t.co/BCQvrfXYKc
✣ Building Gundam https://t.co/ofWo9BbfPF
✣ Diecast Collection https://t.co/hq8qe3E6Cc",2025:09:05 17:39:57,ajar oi design banget kesini pakai laptop mac background design instal aplikasi praktik nya pakai figma web based langsung baca amp praktik moga manfaat
https://x.com/gadingnstn/status/1831525735854698906,"gw kalo ngoding Backend ini full AI banget, dan bisa solve sampe buat 2 PR tanpa ngoding sama sekali wkwkwk. 

asal:
&gt; bisa ngasih pattern/contoh codenya
&gt; bisa jabarin algoritma/flow yg kita mau.

padahal tbh sih, gw masih masih awam bet sama Golang, tp bisa solve task Golang. https://t.co/2vnLHRFiRR",in,350,24,12,7,Fri Nov 02 12:19:17 +0000 2018,1.83152e+18,1.05833e+18,gadingnstn,Gading ᵍⁿ,Building @nouverse_tech | Software Engineer | AI | Web3 | I never launched any token or cryptocurrency. Beware of scams using my name.,2025:09:05 17:39:57,gue ngoding backend full ai banget solve kerja rumah ngoding wkwk patterncontoh codenya jabarin algoritmaflow jujur sih gue awam banget golang solve task golang
https://x.com/perogeremmer/status/1427611078028972044,"Sedang menulis short introduction to HTML, CSS, Javascript untuk pemula, jadi belajar singkat HTML CSS Javascript namun dengan bahasa yang ringan dan mudah dimengerti ^^ 

Cocok buat maba dan yang baru nyoba HTML. https://t.co/kdDLuDgvYL",in,112,12,5,2,Thu Jun 29 14:07:44 +0000 2017,1.42684e+18,8.80428e+17,perogeremmer,Hudya,"Coder by day, calisthenics by night 🌙
Breaking toxic masculine stereotypes because men's healing is valid, let's break the cycle with me 👋",2025:09:05 17:39:57,tulis short introduction html css javascript mula ajar singkat html css javascript bahasa ringan mudah erti cocok mahasiswa coba html
https://x.com/mrlogix/status/1845012920511627370,"Mari ikuti professional training program bersama Pusat Ilmu Komputer (Pusilkom) UI yang diajar oleh saya dan dosen-dosen top dari Fakultas Ilmu Komputer UI! ⭐⭐⭐⭐⭐

Selain program training seperti terlampir, juga terdapat banyak program lainnya, serta custom program (in-house https://t.co/ZKk1Cqchx7",in,597,131,9,1,Thu Dec 01 22:44:10 +0000 2011,1.84501e+18,426171455.0,mrlogix,Fariz Darari,"AI/KG Researcher + Lecturer @ Fasilkom UI, Training Manager @ Pusilkom UI, CoDirector @ Tokopedia-UI AI Center of Excellence",2025:09:05 17:39:57,mari ikut profesional training program pusat ilmu komputer pusilkom oi ajar dosendosen top fakultas ilmu komputer oi program training lampir program custom program inhouse
https://x.com/briandito/status/1273846577472212993,"Eksplorasi enggak harus bikin design web full 1 halaman ataupun bikin design app komplit 1 flow.

Eksplorasi bisa berupa utak atik layout sederhana. 

Simple tapi sering dilakukan, dalam beberapa bulan pasti kamu jadi jago bikin layout. https://t.co/RhMZyKVPt0",in,254,51,3,5,Sun Sep 27 12:56:00 +0000 2009,1.27143e+18,1.13577e+18,briandito,Brian 🇵🇸,Artist. Writer. Designer. Drawing feelings at @thetinywisdom.,2025:09:05 17:39:57,eksplorasi bikin design web full halaman bikin design app komplit flow eksplorasi otak atik layout sederhana simple jago bikin layout
https://x.com/mgmnjoestar/status/1939693309590651300,"Banyak bgt yg nanyain gimana caranya, sini aku spill ya. Aku dapetin ini dari buatin web AI utk klien luar. Aku bisa bantu kamu mulai dari nol sampai bisa hasilin $50–$300/proyek. Kalau kamu mau ikutan ambil peluang ini, kamu bisa daftar lewat link ini
👉https://t.co/kIDkyPPggN https://t.co/El7GaafC2i",in,392,48,25,2,Sat Mar 13 14:44:43 +0000 2021,1.93969e+18,1.37075e+18,mgmnjoestar,satousan || open kelas freelance web ai,Kelas Freelancing Web AI – Bisa Dapat $50 - $300/Proyek! 👇👇,2025:09:05 17:39:57,banget spill ya buat web ai klien bantu nol hasilin proyek ikut ambil peluang daftar link
https://x.com/podcast_tyler/status/1959467778911674749,"Kemajuan teknologi AI yang pesat memicu banyak perdebatan, terutama di industri game. Produser Blue Archive, Kim Yong-ha, mengomentari tren penggunaan AI dalam pengembangan game. Menurutnya, meski AI dapat menjadi alat bantu, banyak gamer menolak game yang hanya mengandalkan https://t.co/g7YsoQVSVX",in,0,0,1,0,Fri Oct 08 02:04:55 +0000 2021,1.95947e+18,1.4463e+18,podcast_tyler,Berbagi Cerita Tyler Official,"#BerbagiCeritaTyler - 강태양의 이야기 나누기
Dengerin Podcast Berbagi Cerita Tyler Setiap Hari Senin, dan Jumat di Spotify | Jangan lupa untuk follow di Spotify ya!",2025:09:05 17:39:57,maju teknologi ai pesat picu debat industri game produser blue archive kim yongha komentar tren guna ai kembang game turut ai alat bantu gamer tolak game andal
https://x.com/AADGPodcast/status/1961305674987761706,"Performa game Unreal Engine 5 buruk, Tim Sweeney salahkan developer

Tim Sweeney bilang kalo developer terlalu fokus ngembangin game-nya untuk hardware yang powerful, baru optimalisasi ke hardware di bawahnya pada saat tahap akhir pengembangan

Menurut dia harusnya optimalisasi https://t.co/3oRILSGGgV",in,5,2,0,0,Mon Mar 11 03:03:16 +0000 2019,1.96131e+18,1.10494e+18,AADGPodcast,Ada Apa Dengan Gaming,"Akun berita game yang sekaligus bikin potkes geming setiap minggunya!

💌 aadg.media@gmail.com",2025:09:05 17:39:57,performa game unreal engine buruk tim sweeney salah developer tim sweeney bilang developer fokus ngembangin gamenya hardware powerful optimalisasi hardware bawah tahap kembang optimalisasi
https://x.com/bibabercerita/status/1859243573461627259,"AKU NEMU WEB GIM EDUKASI GRATIS TANPA IKLAN 😭
Bye g*rlsgogame yang grafiknya disturbing👋

Reading, math, science, sampe engineering ada dong! 

Ini produk resmi dari kartun dan series keluaran PBS Kids yang bikin game gratis dibiayai para sponsor besar kayak IKEA. Mungkin https://t.co/c6OhSPpYP6",in,9691,2196,21,77,Tue May 02 08:39:14 +0000 2023,1.85924e+18,1.65332e+18,bibabercerita,🪻 Biba 🍉,"📖✨ Isinya kebanyakan buku anak—remaja, lapak baca, ilustrasi, dan suka-suka 💃🏻

Jangan sadur unggahanku di sini tanpa izin. Terima kasih.",2025:09:05 17:39:57,temu web gim edukasi gratis iklan bye rlsgogame grafik disturbing reading math science engineering produk resmi kartun series keluar pbs kids bikin game gratis biaya sponsor kayak ikea
https://x.com/HappyCuans/status/1841802456709333218,"Punya skill programming? Waktunya manfaatin! Ayo kita bahas gimana caranya skill ini bisa bikin kamu dapat airdrop yang maksimal!

Join space kita: ""Pentingnya Skill Programing dalam Dunia Airdrop""

📅 4-10-2024
⏰ 20.00 WIB
📍 X Space @Autosultan_team

Jangan sampai terlewat! https://t.co/Gn3DPem8mh",in,29,5,5,4,Mon Jul 23 18:08:29 +0000 2012,1.8418e+18,712848583.0,HappyCuans,Happy Cuan Airdrop,Get exclusive early airdrops and insider alpha with HCA. Join us and stay ahead—are you in?,2025:09:05 17:39:57,skill programming manfaat ayo bahas skill bikin airdrop maksimal join space skill programing dunia airdrop indonesia barat kali space lewat
